 -1.0000000e+001 -3.0000000e+000 -8.3962763e+000 -1.1838322e+000
 -9.9000000e+000 -2.9907520e+000 -1.7235032e+000 -1.0239205e-002
 -9.8000000e+000 -2.9630650e+000 -6.3830995e+000 -5.2014549e-001
 -9.7000000e+000 -2.9171098e+000  9.9126237e+000  1.9480310e+000
 -9.6000000e+000 -2.8531695e+000  4.0772389e-001  1.3555903e-004
 -9.5000000e+000 -2.7716386e+000  7.7056539e+000  9.1507880e-001
 -9.4000000e+000 -2.6730196e+000  2.9650304e+000  5.2133569e-002
 -9.3000000e+000 -2.5579205e+000 -6.7492819e-001 -6.1489747e-004
 -9.2000000e+000 -2.4270510e+000 -8.0943825e+000 -1.0606721e+000
 -9.1000000e+000 -2.2812179e+000  9.3564160e+000  1.6381685e+000
 -9.0000000e+000 -2.1213203e+000  2.4022282e+000  2.7725078e-002
 -8.9000000e+000 -1.9483441e+000 -6.8799369e+000 -6.5130341e-001
 -8.8000000e+000 -1.7633558e+000 -2.0326587e+000 -1.6796678e-002
 -8.7000000e+000 -1.5674957e+000  7.6500989e+000  8.9542898e-001
 -8.6000000e+000 -1.3619715e+000  7.8027840e-001  9.5012065e-004
 -8.5000000e+000 -1.1480503e+000  8.7352138e-001  1.3330628e-003
 -8.4000000e+000 -9.2705098e-001 -1.1509496e+000 -3.0492913e-003
 -8.3000000e+000 -7.0033609e-001 -6.3250943e+000 -5.0609378e-001
 -8.2000000e+000 -4.6930340e-001 -5.0153840e+000 -2.5231471e-001
 -8.1000000e+000 -2.3537729e-001 -4.2977690e+000 -1.5876662e-001
 -8.0000000e+000  7.3478808e-016  5.9019019e-001  4.1115536e-004
 -7.9000000e+000  2.3537729e-001  1.1967475e+000  3.4279743e-003
 -7.8000000e+000  4.6930340e-001 -1.6970864e+000 -9.7755640e-003
 -7.7000000e+000  7.0033609e-001  8.1136064e+000  1.0682473e+000
 -7.6000000e+000  9.2705098e-001 -3.8971363e+000 -1.1837685e-001
 -7.5000000e+000  1.1480503e+000  2.9953936e+000  5.3751636e-002
 -7.4000000e+000  1.3619715e+000 -4.2243611e+000 -1.5076936e-001
 -7.3000000e+000  1.5674957e+000 -4.8949710e+000 -2.3457426e-001
 -7.2000000e+000  1.7633558e+000 -2.8363378e+000 -4.5635610e-002
 -7.1000000e+000  1.9483441e+000  6.1183502e+000  4.5807121e-001
 -7.0000000e+000  2.1213203e+000  7.7853112e-001  9.4375209e-004
 -6.9000000e+000  2.2812179e+000  1.8012723e+000  1.1688750e-002
 -6.8000000e+000  2.4270510e+000 -5.3771652e+000 -3.1094969e-001
 -6.7000000e+000  2.5579205e+000 -7.9610750e+000 -1.0091254e+000
 -6.6000000e+000  2.6730196e+000  2.8928898e+000  4.8420098e-002
 -6.5000000e+000  2.7716386e+000  9.6027745e+000  1.7710066e+000
 -6.4000000e+000  2.8531695e+000 -7.9655516e+000 -1.0108287e+000
 -6.3000000e+000  2.9171098e+000 -6.2426775e+000 -4.8656704e-001
 -6.2000000e+000  2.9630650e+000 -9.8122928e+000 -1.8894765e+000
 -6.1000000e+000  2.9907520e+000  6.7660681e+000  6.1949684e-001
 -6.0000000e+000  3.0000000e+000 -3.7315263e-001 -1.0391770e-004
 -5.9000000e+000  2.9907520e+000 -6.2939049e-001 -4.9864392e-004
 -5.8000000e+000  2.9630650e+000  8.1709905e+000  1.0910738e+000
 -5.7000000e+000  2.9171098e+000 -1.6570502e+000 -9.0999085e-003
 -5.6000000e+000  2.8531695e+000  8.8276012e-001  1.3758089e-003
 -5.5000000e+000  2.7716386e+000  3.9801772e+000  1.2610643e-001
 -5.4000000e+000  2.6730196e+000 -8.4189949e+000 -1.1934679e+000
 -5.3000000e+000  2.5579205e+000  1.8831732e-001  1.3356749e-005
 -5.2000000e+000  2.4270510e+000 -2.6203402e-001 -3.5983470e-005
 -5.1000000e+000  2.2812179e+000  7.1176057e+000  7.2116022e-001
 -5.0000000e+000  2.1213203e+000  2.2880954e+000  2.3958101e-002
 -4.9000000e+000  1.9483441e+000 -7.6516949e+000 -8.9598953e-001
 -4.8000000e+000  1.7633558e+000  2.1374588e+000  1.9530944e-002
 -4.7000000e+000  1.5674957e+000 -6.7164037e+000 -6.0595501e-001
 -4.6000000e+000  1.3619715e+000 -2.0194895e+000 -1.6472320e-002
 -4.5000000e+000  1.1480503e+000  6.4714693e-001  5.4204918e-004
 -4.4000000e+000  9.2705098e-001  7.5042205e+000  8.4517522e-001
